"datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
'2012-08-03 10:00:00','10:00:00','3','0','1','2',32.8,37.12,52,12.998,249,'woensdag'
'2012-08-03 11:00:00','11:00:00','3','0','1','2',34.44,39.395,49,190.012,263,'woensdag'
'2012-08-03 12:00:00','12:00:00','3','0','1','2',35.26,40.91,50,199.995,338,'woensdag'
'2012-08-03 13:00:00','13:00:00','3','0','1','2',35.26,40.15,47,190.012,345,'woensdag'
'2012-08-03 14:00:00','14:00:00','3','0','1','2',35.26,39.395,44,169.979,331,'woensdag'
'2012-08-03 15:00:00','15:00:00','3','0','1','1',36.08,40.91,42,169.979,380,'woensdag'
'2012-08-03 16:00:00','16:00:00','3','0','1','2',35.26,39.395,41,150.013,492,'woensdag'
'2012-08-03 17:00:00','17:00:00','3','0','1','2',34.44,40.15,53,190.012,741,'woensdag'
'2012-08-03 18:00:00','18:00:00','3','0','1','2',33.62,40.15,59,169.979,671,'woensdag'
'2012-08-03 19:00:00','19:00:00','3','0','1','2',32.8,39.395,63,150.013,469,'woensdag'
'2012-08-03 20:00:00','20:00:00','3','0','1','2',31.98,37.88,66,150.013,389,'woensdag'
'2012-08-03 21:00:00','21:00:00','3','0','1','2',31.16,36.365,66,12.998,278,'woensdag'
'2012-08-03 22:00:00','22:00:00','3','0','1','1',31.16,36.365,70,169.979,202,'woensdag'
'2012-08-03 23:00:00','23:00:00','3','0','1','1',30.34,35.605,79,89.981,196,'woensdag'
'2012-08-04 00:00:00','00:00:00','3','0','0','1',30.34,35.605,79,110.014,161,'vrijdag'
'2012-08-04 01:00:00','01:00:00','3','0','0','1',29.52,35.605,84,12.998,122,'vrijdag'
'2012-08-04 02:00:00','02:00:00','3','0','0','1',29.52,35.605,84,89.981,84,'vrijdag'
'2012-08-04 03:00:00','03:00:00','3','0','0','1',29.52,35.605,84,89.981,30,'vrijdag'
'2012-08-04 04:00:00','04:00:00','3','0','0','1',29.52,34.85,79,12.998,13,'vrijdag'
'2012-08-04 05:00:00','05:00:00','3','0','0','1',28.7,33.335,84,150.013,17,'vrijdag'
'2012-08-04 06:00:00','06:00:00','3','0','0','1',28.7,33.335,84,150.013,49,'vrijdag'
'2012-08-04 07:00:00','07:00:00','3','0','0','1',29.52,34.85,77,110.014,67,'vrijdag'
'2012-08-04 08:00:00','08:00:00','3','0','0','1',30.34,36.365,72,12.998,181,'vrijdag'
'2012-08-04 09:00:00','09:00:00','3','0','0','1',31.98,37.88,65,150.013,278,'vrijdag'
'2012-08-04 10:00:00','10:00:00','3','0','0','1',33.62,38.635,57,12.998,396,'vrijdag'
'2012-08-04 11:00:00','11:00:00','3','0','0','1',35.26,40.15,47,169.979,470,'vrijdag'
'2012-08-04 12:00:00','12:00:00','3','0','0','1',35.26,39.395,40,239.994,547,'vrijdag'
'2012-08-04 13:00:00','13:00:00','3','0','0','1',36.08,40.91,42,199.995,527,'vrijdag'
'2012-08-04 14:00:00','14:00:00','3','0','0','1',36.08,40.15,40,260.027,472,'vrijdag'
'2012-08-04 15:00:00','15:00:00','3','0','0','1',36.08,40.91,42,279.993,489,'vrijdag'
'2012-08-04 16:00:00','16:00:00','3','0','0','1',36.9,40.91,39,199.995,450,'vrijdag'
'2012-08-04 17:00:00','17:00:00','3','0','0','1',36.08,39.395,37,199.995,492,'vrijdag'
'2012-08-04 18:00:00','18:00:00','3','0','0','1',35.26,39.395,41,220.028,490,'vrijdag'
'2012-08-04 19:00:00','19:00:00','3','0','0','1',33.62,38.635,52,239.994,397,'vrijdag'
'2012-08-04 20:00:00','20:00:00','3','0','0','1',33.62,38.635,52,199.995,312,'vrijdag'
'2012-08-04 21:00:00','21:00:00','3','0','0','1',32.8,38.635,59,169.979,289,'vrijdag'
'2012-08-04 22:00:00','22:00:00','3','0','0','1',31.16,36.365,66,190.012,269,'vrijdag'
'2012-08-04 23:00:00','23:00:00','3','0','0','1',31.16,36.365,66,199.995,222,'vrijdag'
'2012-08-05 00:00:00','00:00:00','3','0','0','1',30.34,34.85,70,190.012,153,'zaterdag'
'2012-08-05 01:00:00','01:00:00','3','0','0','1',30.34,34.85,70,169.979,87,'zaterdag'
'2012-08-05 02:00:00','02:00:00','3','0','0','1',30.34,34.85,70,199.995,73,'zaterdag'
'2012-08-05 03:00:00','03:00:00','3','0','0','1',29.52,34.85,74,169.979,41,'zaterdag'
'2012-08-05 04:00:00','04:00:00','3','0','0','1',29.52,34.85,74,169.979,14,'zaterdag'
'2012-08-05 05:00:00','05:00:00','3','0','0','1',29.52,34.85,74,169.979,19,'zaterdag'
'2012-08-05 06:00:00','06:00:00','3','0','0','1',29.52,34.85,79,169.979,19,'zaterdag'
'2012-08-05 07:00:00','07:00:00','3','0','0','1',30.34,35.605,74,199.995,68,'zaterdag'
'2012-08-05 08:00:00','08:00:00','3','0','0','1',31.16,36.365,66,220.028,108,'zaterdag'
'2012-08-05 09:00:00','09:00:00','3','0','0','1',32.8,38.635,59,239.994,229,'zaterdag'
'2012-08-05 10:00:00','10:00:00','3','0','0','1',32.8,38.635,59,279.993,364,'zaterdag'
'2012-08-05 11:00:00','11:00:00','3','0','0','1',33.62,39.395,56,279.993,437,'zaterdag'
'2012-08-05 12:00:00','12:00:00','3','0','0','1',35.26,40.15,47,350.008,491,'zaterdag'
'2012-08-05 13:00:00','13:00:00','3','0','0','1',36.08,40.91,44,310.009,523,'zaterdag'
'2012-08-05 14:00:00','14:00:00','3','0','0','1',36.9,42.425,42,310.009,526,'zaterdag'
'2012-08-05 15:00:00','15:00:00','3','0','0','1',36.9,40.91,37,350.008,450,'zaterdag'
'2012-08-05 16:00:00','16:00:00','3','0','0','1',33.62,37.88,46,169.979,421,'zaterdag'
'2012-08-05 17:00:00','17:00:00','3','0','0','1',33.62,37.88,46,169.979,382,'zaterdag'
'2012-08-05 18:00:00','18:00:00','3','0','0','3',28.7,33.335,74,89.981,229,'zaterdag'
'2012-08-05 19:00:00','19:00:00','3','0','0','1',28.7,33.335,84,150.013,185,'zaterdag'
'2012-08-05 20:00:00','20:00:00','3','0','0','1',28.7,33.335,84,70.015,193,'zaterdag'
'2012-08-05 21:00:00','21:00:00','3','0','0','1',29.52,34.85,79,70.015,208,'zaterdag'
'2012-08-05 22:00:00','22:00:00','3','0','0','1',29.52,34.85,79,60.032,157,'zaterdag'
'2012-08-05 23:00:00','23:00:00','3','0','0','2',29.52,34.85,79,110.014,87,'zaterdag'
'2012-08-06 00:00:00','00:00:00','3','0','1','2',29.52,34.85,79,0,33,'zondag'
'2012-08-06 01:00:00','01:00:00','3','0','1','1',29.52,34.85,79,60.032,11,'zondag'
'2012-08-06 02:00:00','02:00:00','3','0','1','2',29.52,34.85,79,89.981,5,'zondag'
'2012-08-06 03:00:00','03:00:00','3','0','1','3',29.52,34.85,79,60.032,5,'zondag'
'2012-08-06 04:00:00','04:00:00','3','0','1','2',29.52,34.85,74,89.981,11,'zondag'
'2012-08-06 05:00:00','05:00:00','3','0','1','1',28.7,33.335,79,12.998,25,'zondag'
'2012-08-06 06:00:00','06:00:00','3','0','1','2',28.7,33.335,79,150.013,141,'zondag'
'2012-08-06 07:00:00','07:00:00','3','0','1','3',29.52,34.09,70,12.998,407,'zondag'
'2012-08-06 08:00:00','08:00:00','3','0','1','2',28.7,33.335,79,0,605,'zondag'
'2012-08-06 09:00:00','09:00:00','3','0','1','3',28.7,33.335,79,110.014,276,'zondag'
'2012-08-06 10:00:00','10:00:00','3','0','1','1',30.34,34.85,70,150.013,213,'zondag'
'2012-08-06 11:00:00','11:00:00','3','0','1','1',31.16,36.365,66,89.981,260,'zondag'
'2012-08-06 12:00:00','12:00:00','3','0','1','2',31.98,36.365,55,60.032,285,'zondag'
'2012-08-06 13:00:00','13:00:00','3','0','1','1',32.8,37.12,49,150.013,289,'zondag'
'2012-08-06 14:00:00','14:00:00','3','0','1','1',33.62,37.88,46,0,287,'zondag'
'2012-08-06 15:00:00','15:00:00','3','0','1','1',33.62,37.88,46,89.981,274,'zondag'
'2012-08-06 16:00:00','16:00:00','3','0','1','1',34.44,37.88,41,70.015,451,'zondag'
'2012-08-06 17:00:00','17:00:00','3','0','1','1',33.62,37.12,41,0,858,'zondag'
'2012-08-06 18:00:00','18:00:00','3','0','1','1',33.62,37.12,41,89.981,843,'zondag'
'2012-08-06 19:00:00','19:00:00','3','0','1','1',31.98,37.12,59,12.998,640,'zondag'
'2012-08-06 20:00:00','20:00:00','3','0','1','1',31.16,36.365,66,110.014,457,'zondag'
'2012-08-06 21:00:00','21:00:00','3','0','1','1',30.34,34.85,70,12.998,317,'zondag'
'2012-08-06 22:00:00','22:00:00','3','0','1','1',30.34,34.85,70,60.032,207,'zondag'
'2012-08-06 23:00:00','23:00:00','3','0','1','1',29.52,34.85,74,12.998,113,'zondag'
'2012-08-07 00:00:00','00:00:00','3','0','1','1',28.7,33.335,84,12.998,47,'maandag'
'2012-08-07 01:00:00','01:00:00','3','0','1','1',28.7,33.335,84,89.981,18,'maandag'
'2012-08-07 02:00:00','02:00:00','3','0','1','1',28.7,33.335,84,89.981,13,'maandag'
'2012-08-07 03:00:00','03:00:00','3','0','1','1',28.7,33.335,84,0,6,'maandag'
'2012-08-07 04:00:00','04:00:00','3','0','1','1',27.88,31.82,83,89.981,9,'maandag'
'2012-08-07 05:00:00','05:00:00','3','0','1','1',28.7,33.335,79,70.015,36,'maandag'
'2012-08-07 06:00:00','06:00:00','3','0','1','2',28.7,33.335,79,12.998,179,'maandag'
'2012-08-07 07:00:00','07:00:00','3','0','1','2',28.7,33.335,74,89.981,502,'maandag'
'2012-08-07 08:00:00','08:00:00','3','0','1','2',28.7,32.575,70,110.014,705,'maandag'
'2012-08-07 09:00:00','09:00:00','3','0','1','2',28.7,33.335,74,89.981,327,'maandag'
'2012-08-07 10:00:00','10:00:00','3','0','1','2',30.34,34.85,70,89.981,250,'maandag'
'2012-08-07 11:00:00','11:00:00','3','0','1','2',31.16,36.365,66,60.032,214,'maandag'
'2012-08-07 12:00:00','12:00:00','3','0','1','2',32.8,37.88,55,89.981,283,'maandag'
'2012-08-07 13:00:00','13:00:00','3','0','1','2',32.8,37.12,52,12.998,253,'maandag'
'2012-08-07 14:00:00','14:00:00','3','0','1','2',33.62,37.88,46,0,261,'maandag'
'2012-08-07 15:00:00','15:00:00','3','0','1','1',32.8,37.12,52,0,306,'maandag'
'2012-08-07 16:00:00','16:00:00','3','0','1','3',31.16,36.365,66,190.012,445,'maandag'
'2012-08-07 17:00:00','17:00:00','3','0','1','2',31.98,37.12,62,89.981,868,'maandag'
'2012-08-07 18:00:00','18:00:00','3','0','1','2',31.16,35.605,62,110.014,814,'maandag'
'2012-08-07 19:00:00','19:00:00','3','0','1','2',31.16,36.365,66,70.015,610,'maandag'
'2012-08-07 20:00:00','20:00:00','3','0','1','2',30.34,34.85,70,89.981,448,'maandag'
'2012-08-07 21:00:00','21:00:00','3','0','1','2',29.52,34.85,74,0,317,'maandag'
'2012-08-07 22:00:00','22:00:00','3','0','1','1',29.52,34.85,74,70.015,224,'maandag'
'2012-08-07 23:00:00','23:00:00','3','0','1','1',29.52,34.85,79,0,138,'maandag'
'2012-08-08 00:00:00','00:00:00','3','0','1','1',28.7,33.335,84,0,58,'woensdag'
'2012-08-08 01:00:00','01:00:00','3','0','1','1',29.52,34.85,79,0,23,'woensdag'
'2012-08-08 02:00:00','02:00:00','3','0','1','1',28.7,33.335,84,0,6,'woensdag'
'2012-08-08 03:00:00','03:00:00','3','0','1','1',28.7,33.335,84,0,7,'woensdag'
'2012-08-08 04:00:00','04:00:00','3','0','1','1',28.7,33.335,84,0,7,'woensdag'
'2012-08-08 05:00:00','05:00:00','3','0','1','2',27.88,31.82,89,110.014,43,'woensdag'
'2012-08-08 06:00:00','06:00:00','3','0','1','2',28.7,33.335,84,110.014,173,'woensdag'
'2012-08-08 07:00:00','07:00:00','3','0','1','2',28.7,33.335,84,110.014,482,'woensdag'
'2012-08-08 08:00:00','08:00:00','3','0','1','2',30.34,36.365,72,60.032,737,'woensdag'
'2012-08-08 09:00:00','09:00:00','3','0','1','2',31.16,36.365,66,0,341,'woensdag'
'2012-08-08 10:00:00','10:00:00','3','0','1','2',32.8,37.12,52,89.981,214,'woensdag'
'2012-08-08 11:00:00','11:00:00','3','0','1','2',32.8,37.12,52,0,239,'woensdag'
'2012-08-08 12:00:00','12:00:00','3','0','1','2',32.8,37.12,52,0,280,'woensdag'
'2012-08-08 13:00:00','13:00:00','3','0','1','2',32.8,37.12,52,0,313,'woensdag'
'2012-08-08 14:00:00','14:00:00','3','0','1','2',32.8,37.12,52,169.979,236,'woensdag'
'2012-08-08 15:00:00','15:00:00','3','0','1','2',34.44,37.88,44,12.998,278,'woensdag'
'2012-08-08 16:00:00','16:00:00','3','0','1','2',32.8,37.12,49,190.012,441,'woensdag'
'2012-08-08 17:00:00','17:00:00','3','0','1','2',32.8,37.88,55,190.012,858,'woensdag'
'2012-08-08 18:00:00','18:00:00','3','0','1','2',31.98,36.365,55,110.014,862,'woensdag'
'2012-08-08 19:00:00','19:00:00','3','0','1','1',31.16,36.365,66,150.013,686,'woensdag'
'2012-08-08 20:00:00','20:00:00','3','0','1','1',30.34,34.85,66,12.998,500,'woensdag'
'2012-08-08 21:00:00','21:00:00','3','0','1','1',30.34,34.85,66,70.015,381,'woensdag'
'2012-08-08 22:00:00','22:00:00','3','0','1','1',29.52,34.85,74,70.015,233,'woensdag'
'2012-08-08 23:00:00','23:00:00','3','0','1','1',29.52,34.09,70,89.981,136,'woensdag'
'2012-08-09 00:00:00','00:00:00','3','0','1','1',29.52,34.85,74,12.998,67,'donderdag'
'2012-08-09 01:00:00','01:00:00','3','0','1','1',28.7,33.335,79,89.981,28,'donderdag'
'2012-08-09 02:00:00','02:00:00','3','0','1','1',28.7,33.335,84,60.032,14,'donderdag'
'2012-08-09 03:00:00','03:00:00','3','0','1','1',27.88,31.82,83,60.032,6,'donderdag'
'2012-08-09 04:00:00','04:00:00','3','0','1','2',27.88,31.82,89,89.981,10,'donderdag'
'2012-08-09 05:00:00','05:00:00','3','0','1','2',27.06,29.545,94,0,41,'donderdag'
'2012-08-09 06:00:00','06:00:00','3','0','1','1',27.06,30.305,83,110.014,167,'donderdag'
'2012-08-09 07:00:00','07:00:00','3','0','1','2',28.7,33.335,84,110.014,475,'donderdag'
'2012-08-09 08:00:00','08:00:00','3','0','1','1',29.52,34.85,74,70.015,698,'donderdag'
'2012-08-09 09:00:00','09:00:00','3','0','1','1',31.16,36.365,66,110.014,353,'donderdag'
'2012-08-09 10:00:00','10:00:00','3','0','1','1',32.8,37.88,55,150.013,205,'donderdag'
'2012-08-09 11:00:00','11:00:00','3','0','1','1',34.44,37.88,44,0,260,'donderdag'
'2012-08-09 12:00:00','12:00:00','3','0','1','1',34.44,37.88,44,70.015,277,'donderdag'
'2012-08-09 13:00:00','13:00:00','3','0','1','1',35.26,39.395,41,70.015,281,'donderdag'
'2012-08-09 14:00:00','14:00:00','3','0','1','1',36.08,38.635,32,150.013,247,'donderdag'
'2012-08-09 15:00:00','15:00:00','3','0','1','1',36.08,38.635,32,150.013,267,'donderdag'
'2012-08-09 16:00:00','16:00:00','3','0','1','1',35.26,38.635,39,169.979,417,'donderdag'
'2012-08-09 17:00:00','17:00:00','3','0','1','1',35.26,37.88,36,169.979,810,'donderdag'
'2012-08-09 18:00:00','18:00:00','3','0','1','2',33.62,37.88,46,169.979,811,'donderdag'
'2012-08-09 19:00:00','19:00:00','3','0','1','1',32.8,37.88,55,12.998,623,'donderdag'
'2012-08-09 20:00:00','20:00:00','3','0','1','1',28.7,32.575,54,190.012,478,'donderdag'
'2012-08-09 21:00:00','21:00:00','3','0','1','2',28.7,32.575,58,110.014,336,'donderdag'
'2012-08-09 22:00:00','22:00:00','3','0','1','2',27.06,31.06,69,150.013,259,'donderdag'
'2012-08-09 23:00:00','23:00:00','3','0','1','1',27.06,31.06,74,0,156,'donderdag'
'2012-08-10 00:00:00','00:00:00','3','0','1','1',28.7,32.575,65,60.032,85,'vrijdag'
'2012-08-10 01:00:00','01:00:00','3','0','1','1',28.7,32.575,65,70.015,41,'vrijdag'
'2012-08-10 02:00:00','02:00:00','3','0','1','1',28.7,33.335,74,110.014,20,'vrijdag'
'2012-08-10 03:00:00','03:00:00','3','0','1','2',29.52,34.85,79,12.998,9,'vrijdag'
'2012-08-10 04:00:00','04:00:00','3','0','1','3',28.7,33.335,84,190.012,7,'vrijdag'
'2012-08-10 05:00:00','05:00:00','3','0','1','3',28.7,33.335,84,190.012,33,'vrijdag'
'2012-08-10 06:00:00','06:00:00','3','0','1','3',26.24,28.79,89,199.995,44,'vrijdag'
'2012-08-10 07:00:00','07:00:00','3','0','1','3',26.24,28.79,89,70.015,133,'vrijdag'
'2012-08-10 08:00:00','08:00:00','3','0','1','3',25.42,27.275,91,110.014,119,'vrijdag'
'2012-08-10 09:00:00','09:00:00','3','0','1','2',26.24,28.79,89,0,220,'vrijdag'
'2012-08-10 10:00:00','10:00:00','3','0','1','1',27.06,29.545,89,70.015,193,'vrijdag'
'2012-08-10 11:00:00','11:00:00','3','0','1','3',27.88,31.82,79,89.981,251,'vrijdag'
'2012-08-10 12:00:00','12:00:00','3','0','1','2',30.34,34.85,66,239.994,315,'vrijdag'
'2012-08-10 13:00:00','13:00:00','3','0','1','2',31.16,35.605,58,239.994,290,'vrijdag'
'2012-08-10 14:00:00','14:00:00','3','0','1','1',31.16,35.605,58,239.994,307,'vrijdag'
'2012-08-10 15:00:00','15:00:00','3','0','1','1',32.8,37.12,52,300.026,324,'vrijdag'
'2012-08-10 16:00:00','16:00:00','3','0','1','1',31.98,36.365,55,199.995,467,'vrijdag'
'2012-08-10 17:00:00','17:00:00','3','0','1','1',32.8,37.12,52,190.012,730,'vrijdag'
'2012-08-10 18:00:00','18:00:00','3','0','1','1',31.16,35.605,62,199.995,640,'vrijdag'
'2012-08-10 19:00:00','19:00:00','3','0','1','1',31.16,35.605,62,190.012,492,'vrijdag'
'2012-08-10 20:00:00','20:00:00','3','0','1','1',30.34,34.85,66,199.995,370,'vrijdag'
'2012-08-10 21:00:00','21:00:00','3','0','1','1',30.34,34.85,66,169.979,286,'vrijdag'
'2012-08-10 22:00:00','22:00:00','3','0','1','1',29.52,34.85,74,190.012,218,'vrijdag'
'2012-08-10 23:00:00','23:00:00','3','0','1','1',29.52,34.09,70,190.012,192,'vrijdag'
'2012-08-11 00:00:00','00:00:00','3','0','0','1',28.7,32.575,70,190.012,180,'zaterdag'
'2012-08-11 01:00:00','01:00:00','3','0','0','1',27.06,31.06,74,150.013,116,'zaterdag'
'2012-08-11 02:00:00','02:00:00','3','0','0','3',26.24,29.545,78,12.998,85,'zaterdag'
'2012-08-11 03:00:00','03:00:00','3','0','0','3',25.42,28.79,83,110.014,21,'zaterdag'
'2012-08-11 04:00:00','04:00:00','3','0','0','1',25.42,28.79,83,70.015,10,'zaterdag'
'2012-08-11 05:00:00','05:00:00','3','0','0','1',25.42,28.03,88,70.015,11,'zaterdag'
'2012-08-11 06:00:00','06:00:00','3','0','0','2',25.42,28.03,88,70.015,23,'zaterdag'
'2012-08-11 07:00:00','07:00:00','3','0','0','1',26.24,28.79,83,60.032,62,'zaterdag'
'2012-08-11 08:00:00','08:00:00','3','0','0','1',27.06,30.305,83,70.015,162,'zaterdag'
'2012-08-11 09:00:00','09:00:00','3','0','0','1',27.88,31.82,79,12.998,271,'zaterdag'
'2012-08-11 10:00:00','10:00:00','3','0','0','1',29.52,34.09,62,60.032,407,'zaterdag'
'2012-08-11 11:00:00','11:00:00','3','0','0','1',30.34,34.85,66,110.014,499,'zaterdag'
'2012-08-11 12:00:00','12:00:00','3','0','0','1',31.16,35.605,58,150.013,546,'zaterdag'
'2012-08-11 13:00:00','13:00:00','3','0','0','1',32.8,37.12,49,239.994,569,'zaterdag'
'2012-08-11 14:00:00','14:00:00','3','0','0','1',32.8,37.12,49,199.995,538,'zaterdag'
'2012-08-11 15:00:00','15:00:00','3','0','0','1',32.8,36.365,46,190.012,562,'zaterdag'
'2012-08-11 16:00:00','16:00:00','3','0','0','1',32.8,36.365,46,199.995,531,'zaterdag'
'2012-08-11 17:00:00','17:00:00','3','0','0','3',30.34,34.85,66,239.994,512,'zaterdag'
'2012-08-11 18:00:00','18:00:00','3','0','0','2',28.7,33.335,74,199.995,300,'zaterdag'
'2012-08-11 19:00:00','19:00:00','3','0','0','2',27.06,29.545,89,70.015,275,'zaterdag'
'2012-08-11 20:00:00','20:00:00','3','0','0','3',27.06,29.545,89,279.993,160,'zaterdag'
'2012-08-11 21:00:00','21:00:00','3','0','0','2',27.06,29.545,89,110.014,128,'zaterdag'
'2012-08-11 22:00:00','22:00:00','3','0','0','2',27.06,29.545,89,110.014,168,'zaterdag'
'2012-08-11 23:00:00','23:00:00','3','0','0','3',27.06,30.305,78,110.014,163,'zaterdag'
'2012-08-12 00:00:00','00:00:00','3','0','0','2',26.24,30.305,73,89.981,120,'maandag'
'2012-08-12 01:00:00','01:00:00','3','0','0','1',25.42,29.545,78,89.981,113,'maandag'
'2012-08-12 02:00:00','02:00:00','3','0','0','1',26.24,30.305,69,89.981,86,'maandag'
'2012-08-12 03:00:00','03:00:00','3','0','0','1',25.42,29.545,73,60.032,48,'maandag'
'2012-08-12 04:00:00','04:00:00','3','0','0','1',26.24,30.305,69,60.032,10,'maandag'
'2012-08-12 05:00:00','05:00:00','3','0','0','1',26.24,31.06,61,12.998,10,'maandag'
'2012-08-12 06:00:00','06:00:00','3','0','0','1',26.24,30.305,65,110.014,16,'maandag'
'2012-08-12 07:00:00','07:00:00','3','0','0','1',26.24,30.305,65,89.981,39,'maandag'
'2012-08-12 08:00:00','08:00:00','3','0','0','1',27.06,31.06,54,150.013,119,'maandag'
'2012-08-12 09:00:00','09:00:00','3','0','0','1',28.7,32.575,48,150.013,217,'maandag'
'2012-08-12 10:00:00','10:00:00','3','0','0','1',28.7,32.575,51,110.014,328,'maandag'
'2012-08-12 11:00:00','11:00:00','3','0','0','1',30.34,33.335,42,110.014,449,'maandag'
'2012-08-12 12:00:00','12:00:00','3','0','0','1',30.34,33.335,42,12.998,505,'maandag'
'2012-08-12 13:00:00','13:00:00','3','0','0','1',31.98,34.85,40,0,543,'maandag'
'2012-08-12 14:00:00','14:00:00','3','0','0','1',31.16,34.09,40,12.998,579,'maandag'
'2012-08-12 15:00:00','15:00:00','3','0','0','1',31.16,34.09,40,89.981,577,'maandag'
'2012-08-12 16:00:00','16:00:00','3','0','0','1',31.16,34.09,40,70.015,513,'maandag'
'2012-08-12 17:00:00','17:00:00','3','0','0','1',32.8,34.85,33,0,505,'maandag'
'2012-08-12 18:00:00','18:00:00','3','0','0','1',31.98,34.09,35,70.015,491,'maandag'
'2012-08-12 19:00:00','19:00:00','3','0','0','1',30.34,32.575,40,89.981,465,'maandag'
'2012-08-12 20:00:00','20:00:00','3','0','0','1',29.52,32.575,45,0,300,'maandag'
'2012-08-12 21:00:00','21:00:00','3','0','0','1',29.52,33.335,51,60.032,220,'maandag'
'2012-08-12 22:00:00','22:00:00','3','0','0','1',28.7,32.575,58,89.981,181,'maandag'
'2012-08-12 23:00:00','23:00:00','3','0','0','1',27.88,31.82,61,0,110,'maandag'
'2012-08-13 00:00:00','00:00:00','3','0','1','1',27.06,31.06,65,70.015,47,'dinsdag'
'2012-08-13 01:00:00','01:00:00','3','0','1','1',27.06,31.06,65,60.032,14,'dinsdag'
'2012-08-13 02:00:00','02:00:00','3','0','1','1',26.24,30.305,69,70.015,9,'dinsdag'
'2012-08-13 03:00:00','03:00:00','3','0','1','1',26.24,30.305,69,0,6,'dinsdag'
'2012-08-13 04:00:00','04:00:00','3','0','1','1',26.24,30.305,69,70.015,11,'dinsdag'
'2012-08-13 05:00:00','05:00:00','3','0','1','1',26.24,30.305,69,70.015,36,'dinsdag'
'2012-08-13 06:00:00','06:00:00','3','0','1','1',25.42,29.545,73,60.032,159,'dinsdag'
'2012-08-13 07:00:00','07:00:00','3','0','1','1',27.06,31.06,65,89.981,436,'dinsdag'
'2012-08-13 08:00:00','08:00:00','3','0','1','2',29.52,33.335,51,60.032,673,'dinsdag'
'2012-08-13 09:00:00','09:00:00','3','0','1','2',30.34,33.335,45,0,305,'dinsdag'
'2012-08-13 10:00:00','10:00:00','3','0','1','2',31.16,34.09,40,0,199,'dinsdag'
'2012-08-13 11:00:00','11:00:00','3','0','1','1',31.16,34.09,40,60.032,245,'dinsdag'
'2012-08-13 12:00:00','12:00:00','3','0','1','1',31.98,34.85,40,12.998,276,'dinsdag'
'2012-08-13 13:00:00','13:00:00','3','0','1','1',31.98,34.85,40,110.014,254,'dinsdag'
'2012-08-13 14:00:00','14:00:00','3','0','1','1',32.8,34.85,33,70.015,248,'dinsdag'
'2012-08-13 15:00:00','15:00:00','3','0','1','1',33.62,36.365,34,150.013,274,'dinsdag'
'2012-08-13 16:00:00','16:00:00','3','0','1','1',32.8,35.605,36,60.032,464,'dinsdag'
'2012-08-13 17:00:00','17:00:00','3','0','1','1',32.8,35.605,36,110.014,818,'dinsdag'
'2012-08-13 18:00:00','18:00:00','3','0','1','1',31.16,34.85,52,190.012,812,'dinsdag'
'2012-08-13 19:00:00','19:00:00','3','0','1','1',30.34,34.09,58,110.014,555,'dinsdag'
'2012-08-13 20:00:00','20:00:00','3','0','1','1',30.34,34.09,62,150.013,432,'dinsdag'
'2012-08-13 21:00:00','21:00:00','3','0','1','1',29.52,34.09,66,12.998,290,'dinsdag'
'2012-08-13 22:00:00','22:00:00','3','0','1','1',29.52,34.09,62,220.028,192,'dinsdag'
'2012-08-13 23:00:00','23:00:00','3','0','1','1',28.7,32.575,70,150.013,128,'dinsdag'
'2012-08-14 00:00:00','00:00:00','3','0','1','1',28.7,33.335,74,150.013,60,'woensdag'
'2012-08-14 01:00:00','01:00:00','3','0','1','1',27.88,31.82,79,169.979,27,'woensdag'
'2012-08-14 02:00:00','02:00:00','3','0','1','2',27.88,31.82,83,12.998,11,'woensdag'
'2012-08-14 03:00:00','03:00:00','3','0','1','2',27.88,31.82,83,12.998,3,'woensdag'
'2012-08-14 04:00:00','04:00:00','3','0','1','2',27.88,31.82,83,12.998,5,'woensdag'
'2012-08-14 05:00:00','05:00:00','3','0','1','2',27.88,31.82,89,12.998,36,'woensdag'
'2012-08-14 06:00:00','06:00:00','3','0','1','3',26.24,28.79,83,12.998,64,'woensdag'
'2012-08-14 07:00:00','07:00:00','3','0','1','2',27.06,30.305,83,60.032,179,'woensdag'
'2012-08-14 08:00:00','08:00:00','3','0','1','2',27.06,29.545,89,60.032,618,'woensdag'
'2012-08-14 09:00:00','09:00:00','3','0','1','2',28.7,33.335,74,0,402,'woensdag'
'2012-08-14 10:00:00','10:00:00','3','0','1','1',28.7,33.335,79,70.015,208,'woensdag'
'2012-08-14 11:00:00','11:00:00','3','0','1','1',30.34,34.09,62,0,196,'woensdag'
'2012-08-14 12:00:00','12:00:00','3','0','1','1',31.98,35.605,49,89.981,300,'woensdag'
'2012-08-14 13:00:00','13:00:00','3','0','1','1',32.8,36.365,46,60.032,286,'woensdag'
'2012-08-14 14:00:00','14:00:00','3','0','1','1',33.62,37.12,41,150.013,255,'woensdag'
'2012-08-14 15:00:00','15:00:00','3','0','1','1',33.62,37.88,46,150.013,283,'woensdag'
'2012-08-14 16:00:00','16:00:00','3','0','1','1',33.62,37.12,43,150.013,458,'woensdag'
'2012-08-14 17:00:00','17:00:00','3','0','1','3',31.16,36.365,66,169.979,812,'woensdag'
'2012-08-14 18:00:00','18:00:00','3','0','1','1',31.16,35.605,62,190.012,854,'woensdag'
